source_id,source,text,label,generation_type
articles_1508,articles.csv,"NAGPUR: West Indies maintained their winning streak defeating South Africa by three wickets in the Super Ten Group One match of the World Twenty20 here at the Vidarbha Cricket Association Stadium on Friday night. Chasing an easy target of 123, they completed their third consecutive victory, with two balls remaining, to qualify for playing the semi spinner Imran Tahir was the most successful bowler with two for 13. He grabbed both wickets on successive deliveries. Earlier, South Africa were restricted to 122 runs for eight wickets after sent into bat by West Indies captain Darren Sammy. South Africa batsmen could not resist against the South African bowlers as only four batsmen got into the double-figures. Opener Quinton de Kock top scored with a solid 47, hitting three fours and a six. He was followed by David Wiese, who scored a fine innings of 28.Chris Gayle, Dwayne Bravo and Andre Russell claimed two wickets each for West Indies.",human,human
articles_1659,articles.csv,"strong>MELBOURNE: The cricket boards of all major test night matches and nearly half intend to host a game under lights in the next 12 months, according to Cricket Australia boss James Sutherland.</strongAustralia hosted the first day night match in November, however, citing concerns about the specially developed pink ball and their relative inexperience playing it. Sutherland, who met with South African officials during an International Cricket Council meeting in Dubai on Sunday, said no final decision on the Adelaide test could be expected until Proteas players returned home from the Indian Premier League tournament. But he said day ranging commitment to day night test cricket, I know New Zealand are also keen.""To a person, full member countries and their CEOs stated their absolute support of test cricket being played under lights.""The first day opening tests against New Zealand in Brisbane and Perth. CA and players on both sides hailed the match a success in the aftermath but South Africa captain AB de Villiers told local media last week that his team had been discouraged from committing to the day over World Cup. Cricket Australia have lowered ticket prices for test matches against Pakistan and South Africa for series during the coming home summer in a bid to bring fans back to the red-ball game. Last years Big Bash tournament clashed with part of Australias home series against West Indies, but Sutherland dismissed the idea of creating separate windows for domestic and international competitions.""Its for others to state their position, but my view is that international cricket comes first,"" he said.""International cricket must be protected and it should be the form of the game that is the priority for players.""",human,human
articles_2490,articles.csv,"strong>NEW YORK: US stock markets reversed an early fall Tuesday and surged sharply higher as voters headed to polls to choose between Hillary Clinton and Donald Trump for their next president.</strongAdding to Mondays 2 percent gains, which came as Democrat Clintons chances for a victory appeared to improve, the S&amp;P 500 and Dow Jones Industrial Average were up 0.7 percent in early afternoon trade. What caused the sharp mid watched Vix volatility index, a signal of market nervousness, fell sharply at the same time. The move came at about the same time a new polling group, Votecastr, released an analysis of early voting in key swing state Florida that showed Clinton ahead of Trump. Votecastrs analyses are not based on actual voting but extrapolations of observed turnout in Tuesdays voting compared with actual turnout and vote data from previous elections. But Michael James of Wedbush Securities said there was no single catalyst for the surge higher; it was a continuation of Mondays momentum.""Yesterday was probably the best single day weve had in six months. Buyers were poised to buy at any pull based S&amp;P 500 added 0.7 percent to 2,146.46, while the tech-rich Nasdaq Composite Index jumped 0.9 percent to 5,213.59.",human,human
yelp_8072,yelp.csv,"This place is the white-trash Chipotle. The food is mediocre at best. I mean seriously, how can you just up and steal Chipotle's idea! There's no creativity there. The Habenaro Salsa is flavorless and not hot at all. Seriously? I asked for HOT, not some yellowish tomato concoction for the people who can't handle real salsa! At least Chipotle has hot salsa (not too hot either but much better) for a fast Americanized mexican food. Of course I much rather have the real deal but I do like Chiptole for what it is. Not this crap that Qdoba tries to serve up. The chicken is over seasoned and highly spiced/herbed you can barely taste the chicken. The Fajita veggie were the same. The product looked of very low quality. Oxidizing Guacamole and Lettuce. The meat looked unappetizing as well. Just not at the level of Chipotle. Although I have been here twice, this is the last time for me. I have been to one in Denver and for some reason thought it was better. So maybe it's management but I can say the food is less than good. I much rather go to Chiptole than this wannabe! Employees were dumber than a bag of Frijoles! This place has the worst ""Mexican"" Food I have ever had next to a pre made burrito from 7-11 or a burrito from Taco Bell. Just disgusting food.",human,human
essays_282_chunk7,essays_texts.csv,"a camera. Portraiture had become democratised – and smilified. From the turn of the 21st century, iPhone photography and social media confirmed the preferred individual expression of social identity was through smiling. The technologies also worked to erode barriers with global smiling cultures that had formerly been less reflective of Western practices. One in every five of the more than 500 million Twitter messages sent each day, it has been calculated, contains an emoji. It is the lingua franca of the globalised mass culture of the electronic age. The most utilised of all the 3,000-plus available emojis is the ‘smile with tears of joy’, an upgraded version of the original smiley. In 2019, the long march of the modern (Western) smile received a severe jolt, with the appearance of COVID-19. Suddenly, that expression retreated behind a surgical mask. It is true that the perceptive among us may have been aware that a genuine and sincere smile causes a detectable crinkling of muscles around the eyes. But then we are not all so perceptive. And who smiles only sincerely anyway? The emoji registered the hit. Though the ‘smile with tears of joy’ maintained the top spot in global usage, another emoji surged dramatically: the surgically masked face. The popularity of the masked-face emoji became so intense that when, in November 2020, Apple released its annual additions to the range, it was thought wise to tweak the mask emoji, adding colour to the cheeks and a meaningful creasing around the eyes so as to give the appearance of smiling under the mask. The smile, it seemed, was fighting back. And indeed it looks unlikely to lose its iconic cultural value and global appeal. A receding pandemic status across the world gives everyone something to smile about.",human,human
essays_704_chunk2,essays_texts.csv,"for example, there is neural activity tending in that direction as much as a second or two before we can report ‘deciding to press it’. Manzotti: Absolutely. In fact, recent research by the cognitive neuroscientist Patrick Haggard at University College London and, independently, by John-Dylan Haynes at the Berlin Centre for Advanced Neuroimaging has confirmed Libet’s findings. Well before we are aware of our conscious will, the neurons are busy in that direction. When John suddenly decides to kiss Mary, his brain was actually ahead of the game. We are identical with that experience, not with our bodies or brains Parks: But surely this confirms the neuroscientist’s claim that we are our neurons, since the neurons are calling the shots. Manzotti: Not at all. You’re leaving something rather large out of the equation. In the case of pressing the button, for example, you’ve forgotten the button. In the case of John’s kiss, you’ve forgotten Mary’s lips. You are speaking as if the brain were entirely separate from what is outside our bodies. I hope we’ve established in our previous conversations that the objects that become our experience are not ‘absolute’ but ‘relative’; they are as we know them because our body with the causal structure of its perceptive system carves them out thus from the mass of atoms and photons round about. The object, whether it be a button we are about to press or a mouth we are about to kiss, is relative to our body, and only as such is our experience. We are identical with that experience, not with our bodies or brains. Parks: I’m sorry, I know we’ve spent a great deal of time establishing your notion of the identity between object and experience, but I don’t see how this can explain how action is initiated. You can’t tell me the button decides to be pressed, or not pressed, if it comes to that. As for Mary, she may very well give John a slap on the face when he moves in for the kiss. Manzotti: Let’s take a simpler example, since for the moment we have no idea what pressing that button might lead to, while kissing of course implies another body and another brain. Parks: I’m all for simple examples. Manzotti: Okay. When I see an attractive new car and decide to buy it, what is the cause of my action? Couldn’t it be the car itself? Why should I introduce an intermediate entity between the car and what my body does? Why not imagine instead a perfectly natural causal chain? Parks: I really can’t see the purchase of a car as simple. This is a big-ticket item. It’s a nightmare for me when I have to buy a car. I lose sleep weighing up all the pros and cons. Manzotti: One doesn’t buy a car every day. You’re right. Many factors are involved.",human,human
articles_1995,articles.csv,"strong>MUMBAI: Day night test against New Zealand at Adelaide Oval last November and have agreed another flood balls and Pakistan agreeing to play a floodlit test in Brisbane in December.""You try; it is the game of the future. Probably one test in a series is fair enough,"" Hadlee told reporters in Mumbai.""I think most people like to see the traditional format during the day.""The durability of the pink kookaburra ball and the dew factor in India have raised doubts about the future of a floodlit test in the country. Hadlee said the players must get ample practice before such a contest.""It is important for the players to have practice games; you cannot ask them to go out there and ask them to play a day-night game against the pink ball.""It is unrealistic in professional environment era. That needs to be tried and tested, so players can get some confidence.""""Conditions are different all around the world, so we don't really know how the pink ball is going to work here in India and that's why players need to have those practice games,"" he added.",human,human
essays_724_chunk3,essays_texts.csv,"Melancholy is not even restricted to human beings: Burton claims that one variety, love melancholy, can be found in horses, fish, peacocks and even palm trees, which have yearned so much to be together that their trunks have grown bent towards each other. Such stories were irresistible material for Burton, who had an eye for the exotic and the bizarre, and whose work goes far beyond the genre of a medical textbook. The Anatomy’s title page advertises that it will explore melancholy ‘with all the kinds, causes, symptoms, prognostics and several cures of it … philosophically, medicinally, historically opened and cut up’, and its source material includes not only medical tracts but poetry, the classics, religious treatises, chronicles and even the works of Geoffrey Chaucer and William Shakespeare. Burton’s ambitious project was not easily contained within two covers. After its first appearance in 1621, the Anatomy reached four further editions by the time of his death and a sixth, posthumous edition in 1651. By that time, it had swollen from its initial (and already substantial) length of 350,000 words to more than 500,000 words. Burton could not let his subject-matter lie. With each new edition, he added extra case histories of melancholics; further causes, symptoms or treatments; and, as a skilled literary writer, new ways of expressing an old condition. His favourite rhetorical technique is congeries, the piling-up of words. In the first edition, he described melancholy in its early stages as ‘a most delightsome humour, to walk alone, and meditate’. In successive editions, he added to his description, until by the sixth it had become ‘a most delightsome humour, to be alone, dwell alone, walk alone, meditate, lie in bed whole days, dreaming awake as it were’. But, he noted, this happy condition does not last for long. The more melancholy is indulged, the more it takes hold, until fear and sorrow supplant the pleasurable sensations: ‘so by little and little, by that shoeing horn of idleness, and voluntary solitariness, melancholy this feral fiend is drawn on’. The melancholic becomes ‘a cankered soul macerated with cares and discontents, tedium vitae, impatience’, to which Burton added, in later editions, ‘agony, inconstancy, irresolution’. There is something symptomatic in these ever-growing word-heaps. They reflect the dangerously proliferating nature of melancholy, visible not only in the expanding subject-matter but in the perspective of the author. ‘I would … make an antidote out of that which was the prime cause of my disease’ Burton – as Democritus Junior, though with repeated references to his own biography – embeds his own experience within his text, claiming that: ‘I write of melancholy, by being busy to avoid melancholy.’ Since idleness is the great cause of the condition, there is no better preventative measure than busyness. Yet it appears to have been too late for that. When he first took the task in hand, he aimed: to",human,human
articles_353,articles.csv,"ANTALYA: Turkey has cancelled a multi dollar deal with China to build its first anti Export Corporation (CPMIEC) to finalise a contract worth $3.4 billion (3 billion euros).French listed Raytheon Co had also submitted offers but the government had prioritised talks with the Chinese company, which raised serious concerns over the compatibility of CPMIECs systems with NATO missile defences. NATO has said missile systems within the alliance must be compatible with each other while calling on Turkey to take this factor into account. Turkish government sources said an official announcement was expected next week. A second Turkish official said the issue of technology transfer was one of the major stumbling blocks in negotiations with the Chinese company.""They refused to give what we demanded,"" the official told AFP, without elaborating. ""The talks were blocked at some point.""Although the governments current plans to build Turkish-made missile defence system, it was not immediately clear if Ankara would launch talks with the European and American contenders. Washington was particularly irked by Turkish decision to negotiate with the Chinese company, which has been hit by a series of US sanctions for selling arms and missile technology to Iran and Pakistan. Turkey in the past made confusing comments over its lucrative tender, with a government minister saying the Chinese company was the winner and that its system could be used without integrating with NATO systems. But a spokesman for President Recep Tayyip Erdogan had insisted that the missile system would be harmonious and integrated with NATO defence architecture.",human,human
articles_524,articles.csv,"strong>TOKYO: Oil prices fell in Asian trade on Tuesday, extending losses from the session before as concerns start to take hold that a six OPEC member Russia, the world's two largest oil exporters, along with Qatar and Venezuela said last month they would freeze output at January levels to prop up prices if other oil offs as producers baulk at cutting production,"" ANZ said in a note on Tuesday. U.S. crude futures were 14 cents lower at $37.04 a barrel at 0229 GMT. On Monday, they settled down 3.4 percent at $37.18 a barrel. Brent was down 20 cents at $39.33, after finishing the last session at $39.53.Crude inventories across the United States likely hit record highs for a fifth straight week last week, rising 3.3 million barrels, a Reuters poll of analysts said. Saudi Arabia kept its crude oil production steady in February at just above 10 million barrels per day (bpd), suggesting the world's biggest oil exporter is keeping to its preliminary deal with other producers to freeze output. Meanwhile, with sanctions on Iran removed in January, Tehran is keen to increase its production of crude to levels before the restrictions hit exports. Iran currently produces around 3.1 million bpd of oil. The sanctions also cut crude exports from a peak of 2.5 million bpd before 2011 to just over 1 million bpd in recent years.",human,human
articles_1651,articles.csv,"JOHANNESBURG: South Africa on Monday banned its national cricket and rugby federations from hosting or bidding for international tournaments for at least a year due to their failure to increase representation of black players. Sports minister Fikile Mbalula said the athletics and netball federations were also barred from bidding to stage global events after a report showed that four out of the five biggest sports have failed to create enough opportunities for black players. The ministers decision was a major blow to the South African Rugby Unions intention to bid for the 2023 Rugby World Cup. The bidding process starts next month. South Africas government has been pushing for more black players to be included in the nations most popular sports but more than two decades after the end of apartheid whites still make up the bulk of players in athletics, cricket, netball and rugby.""I have therefore resolved to revoke the privilege of Athletics South Africa (ASA), Cricket South Africa (CSA), Netball South Africa (NSA) and South African Rugby (SARU) to host and bid for major and mega international tournaments,"" Mbalula said in a statement. The soccer federation was the only one of the five to meet its transformation targets, he said. Mbalula said he would review the decision when considering the results on the 2016-17 Transformation Barometer, which could be at the end of next year.",human,human
yelp_5724,yelp.csv,"Ok folks, I usually am not a scottsdale girl. I usually enjoy a dive bar at happy hour or my parents house (love you mom and dad!) But I have to say I had a blast here!! I was there to help with a Jon Ric Fashion Show and had the time of my life. Our server was so cute! she was always right there to make sure we had ice, our bottle, and mixers. Plus I don't remember seeing a dirty glass EVER at our table! I'm a server and that is not easy to do. So good job staff. The dancers were great and the music was so varied! there really was something for everyone. I would go back again in a heart beat!",human,human
yelp_7377,yelp.csv,"IF YOU HAVE KIDS YOU MUST READ!!! My husband and I have never been more insulted at a restaurant than tonight at the Hillstone Restaurant (Biltmore). This is the same restaurant group that includes Bandera and Houston's. We deliberately went out early-- at 5pm -- with another couple and our son. He started to fuss on and off during dinner. Mind you the restaurant was already noisy when the GM Miranda Geranios instructed us to leave; other patrons were complaining. That was news to us- and we've seen far worse outbursts in the past from children. Ironically, our son at that moment was playing happily with the other couple when she rudely asserted herself. We were in the middle of dinner and to add insult to injury, she didn't even offer to compensate us for a future visit without our little guy. Just go home without dinner and pay the bill. Of course, she herself has no children. To ask a repeat customer to leave is absolutely disgusting. We will never visit any of their establishments again and wanted to share our unfortunate experience with our friends who also know the challenges of having a family.",human,human
yelp_6318,yelp.csv,"Since I have ranted recently on poor customer service, and in the spirit of balance, here is a shining example of how easy it really is. Late last summer I came home and was shocked to see two of my sunscreens looking quite vandalized. Upon further inspection, it appeared that while using a back mounted leaf blower, one of the landscape crew had brushed against them. The exhaust pipe must have ripped and burned the screen material as well. It was quite the nasty burned melted scar. After staring at it for several hours, I realized there was no virgin Mary, no Jesus, hell it just looked like burned grilled cheese without any deity or lesser apparitions whatsoever, regardless of the angle or my squint. So deciding there was no money to made on eBay, I set out to get them repaired. Did some online searching and decided to call AmeriZona. I explained the situation and was told they could repair them, but I would have to bring them in. These are some pretty large sun screens mind you and packing them into the convertible would have been a challenge. While pondering what to do the person helping me on the phone asked me if I could hold on. I could tell it was one of those thinking on your feet light bulb went off type can you hold requests. She came back on the phone, informed me that she had a crew that was working close by and that she would ask one of the crew to swing by and pick up the screens for repair. She could not promise when they would be repaired, but for that convenience alone I was on board. She had already quoted me the price to repair the screens, and it was very reasonable considering some other online comparisons. Someone showed up within a few hours to pick up the screens. He could not have been more accommodating, and it was obvious this guy had been working all day and was on his way home. A few days later, Mark phoned me to tell me my screens were ready and to tell me he was going to drop them off on his way home! Needless to say Mark was also very pleasant to deal with. I believe he was at the time the sales manager. When he arrived, the screens looked great, matched the color of the others, even with the sun bleaching over several years. He even offered to put them in! This experience was way beyond any customer service expectations. No extra charges for any of the above and beyond the call of duty efforts. Outstanding, and quite refreshing.",human,human
essays_37_chunk3,essays_texts.csv,"levels who were learning, playing with ideas and exploring possibilities, we hoped to acknowledge not just the creativity of students but also novices and everyone else who might fall through the cracks. So, the first thing we did was to propose ‘mini-c’. This category includes the personal insights that pop into your head and the spontaneous moments of improvisation that make you smile or reflect. Maybe you share them with other people; maybe you don’t. But this creativity has meaning (even a little bit) to you, and it still matters. It might be a small daydream, a flight of fancy, or a genuine ‘aha’ moment that could have larger implications. While creativity is commonly defined as both novel and task appropriate, mini-c adjusts that slightly to add ‘to you’. Mini-c should be new to you and should meet your needs, even if that is simply to distract yourself for a moment. A person may have dozens or more moments of mini-c a day. Some folks make up lyrics to popular melodies to describe their current actions (as in, ‘I’m leaving… in my Kia. Don’t think I’ll try to use the heat’ to the tune of ‘Leaving on a Jet Plane’). Others think of spontaneous puns that they note to an empty room, or figure out how to complete a recipe when they’re out of butter, or doodle elaborate cartoon renditions of their co-workers while on a Zoom call, or hum jazzy variations on a melody, or devise a makeshift way of keeping a wobbly chair from collapsing. Novices and students who are learning how to do a creative task will likely start here as they evolve their craft, producing ideas that are novel to them and meet their personal need. So, too, will people who start out by replicating existing work with their own personal take on the material. Think of someone sitting in an art museum and sketching a copy of a masterpiece. Or telling a joke that they heard from someone else, but using their own words and intonation in the retelling. All of this is mini-c, and it has a purpose, whether it serves as a temporary amusement, a spark for further creative thinking, or the first step of many on the road to becoming an expert creator. A plot twist might develop into a complete story. An improvised tool might become a basic prototype Unfortunately, many people undervalue mini-c – and may not even recognise it as being creative in the first place. Why does this matter? Well, if you see these everyday behaviours as creative, and you therefore believe that you can be creative and identify as a creative person, it will make you more likely to practise creativity. You can’t succeed if you don’t try. Everything starts with mini-c. If you don’t embrace those flashes of whimsy or trust those tiny insights, you may",human,human
yelp_3389,yelp.csv,"I'd leave my Scottsdale bubble for a few reasons (and yes there are additional exceptions) 1. Nobuo at Teeter House. 2. Fez. 3. My friends in various parts of the valley and 4. Mekong Supermarket. I consider myself to be a huge fan of Asian cuisine. Chinese, Japanese, Filipino, Korean, Indian. You name it, I'll eat it. I have my healthy moments, but I am a seasoned eater and I am not afraid of exploring the world through my palate. Mekong is the perfect place for me to massage my senses. The aroma and sensations from the exotic product. The stunning visual of a catfish being bopped on the head, and then cut up and packaged. The cheesy elevator music on the loudspeaker. The delicious taste of a spring roll from the hot food bar. This place has it all. I usually come here for my Asian condiments and live seafood. Want a live crab? Boom. Done. Want spicy mustard or sriracha in a large bottle for cheap? It's yours. To me, there is nothing like taking the 10 mile drive in traffic to Mekong because I know I am going to get everything I want. Make the trek. You won't regret it.",human,human
articles_1480,articles.csv,"strong>Pakistan did all they could to get their World Twenty20 match against India moved to Kolkata, even threatening to withdraw, but poor selection and the hosts all sapping loss in the opener against New Zealand was an advantage for them and they were even more confident of breaking their jinx of losing every World Cup match between the bitter rivals. Their decision to play four fast bowlers against India reflected an approach more suited to the 1980s West Indies side and dropping spinner Imad Wasim at the expense of a paceman underlined their failure to read the surface. Asked to bat in the rain spinner Ravichandran Ashwin got the new ball to turn viciously. Doubts seemed to creep into Pakistans minds regarding what would be a decent target to set India, who folded for 79 against the Kiwis on a turning track while chasing 127 in their opener, and the innings never gained momentum until the death overs. MEAGRE TOTAL""There are few areas we need to improve, specially our batting,"" said Shoaib Malik, who top 3 after Mohammad Sami dismissed Shikhar Dhawan and Suresh Raina in consecutive deliveries in the fifth over to silence the 60,000 crowd at Eden Gardens as well as the millions watching on TV. However, Indias batting mainstay Virat Kohli hit a prudent 55 not out to calm the nerves and showed why he is considered one of the worlds best. The right 3 ran shivers down Indias spines. The left spinning skipper, who lacks the guile to turn the ball effectively, was unable to stem the flow of runs himself. As the pressure lifted, India were easily able to maintain their utter dominance of Pakistan in World Cup events, adding a fifth World Twenty20 victory to the six triumphs in the 50-over format.",human,human
