id,text,label,generation_type,source,source_id
10," BRIDGETOWN, BARBADOS  In a groundbreaking move for cricket, the upcoming tri-series involving West Indies, South Africa, and Australia will be played entirely under floodlights, marking the first time all matches in such a series are scheduled for nighttime. The West Indies Cricket Board (WICB) made the announcement on Saturday.

This momentous series will see 10 one-day internationals taking place during the night, with the opening match set for June 3rd. Roland Holder, WICB Operations manager, described the series as a significant event featuring three highly appealing teams and some of the world's top players. He expressed excitement about their readiness to deliver captivating cricket under the lights, considering they are accustomed to playing in such conditions across various global venues.

Fans will appreciate this format, as day-night matches have proven to enhance spectator experience, Holder noted. International cricket is set to return to Guyana for the first time in two years, coinciding with the country's 50th anniversary of independence. The initial fixtures will take place in Guyana, followed by three matches in St Kitts, and concluding with the remaining group games and final at the Kensington Oval in Barbados.

The announcement arrives at a time when South Africa has expressed reservations about Australia's proposal to host a Test match on their upcoming tour under floodlights.",ai,ai_rewrite,news,news_32
11,"strong>BIRMINGHAM: England opener Alex Hales has given a partial refund to a spectator who complained about the slow over off time for close of play. Upset fan Alexis Fuller, who was in the Edgbaston crowd on Friday, contacted several England players to ask for a 10 percent refund after Michael Vaughan, the former England captain, pointed out that only 81 overs had been bowled.""I want 10% of my money back,"" Fuller wrote. ""Wouldnt go to football and find it ended after 80mins.""Hales, who was 50 not out at stumps, following an unbroken 120-run stand with England captain Alastair Cook, replied saying: ""ok DM me your bank details Ill do it now"".Fuller after posted a picture on social media that appeared to show a payment of 4.10 from Hales into his account. Fans attending Edgbaston on Saturday saw Hales bat for less than 10 percent of the days play after he was out for 54 in the fifth over of the morning to leave England 126 for two in their second innings.",human,human,articles.csv,articles_2423
12,"This place is absolute perfection. From the setting to the service to the food, I loved every moment of it. The only way I found out about this place was through Yelp. You seriously are my trusty sidekick. From the previous reviews I was a little worried that it might be packed, but then I remembered it was a Monday night so no worries. Walking in the restaurant, it is quite small, but just absolutely adorable. It really does feel like an upscale country home. Wood lines the whole restaurant and they have mini chandeliers hanging over every table. Even the touches of place setting are just perfect. Our server was Gina and she was a complete sweetheart. We started off with the Bohemian Sidecar and the Cucumber Vesper. Both were absolutely delightful! Then we moved on to appetizers, because while getting drunk is fun, I was really excited for the food. We had the steak tartare and mussels in the saffron and white wine sauce. I loved the steak tartare with the potato chips and fried egg on top. Put fried egg on top of anything and I'm sold. Put fried egg on top of raw steak and I'm in love! The mussels came out just as we were finishing up the steak tartare, perfect timing! The mussels were equally amazing if not more, and I am so sad that they only give one piece of bread! Well that, along with the bread and butter. But that still wasn't enough for me! I wanted to soak up all of that saffron sauce goodness! After Gina cleared that out of our way, she brought out the glass of Bordeaux and Rhone blend. I hate when I don't have a drink in front of me, and she made sure that never happened. Then the entrees came. The pork shoulder with the bacon for my bf, and the stuffed chicken with the pome puree and mushrooms for me. Again, absolute perfection on both accounts! I loved the mushrooms that were slightly charred and crispy, with the sauce and the puree and the chicken with goat cheese. I'm getting hungry again just writing about it. My bf loved his, but I still maintain that mine was better. And both of these entrees were incredibly reasonably priced at $15 and $17. Could life get any better? Well apparently it could! After we polished off our entrees, then came dessert and after dinner drinks! We had the souffle which was amazing with the creme anglaise. And the berries with the creme fraiche. Heaven in my mouth! We finished that off with the chocolate martini and the pear tini. This review cannot do this place justice. This is truly a unique experience that is far above any of the restaurants in Scottsdale. Please go in and experience this for yourself, you will not be disappointed!",human,human,yelp.csv,yelp_3560
13," ISLAMABAD  The Pakistan International Airlines (PIA) is set to add a second Airbus A330 aircraft to its Premier Service, which was launched on August 14 this year, on the London route next month, according to official sources. All flights to London will now be operated using an Airbus A330 as part of the Premier Service.

The sources went on to confirm that a third Airbus is being planned for inclusion in the Premier fleet in February 2017. Furthermore, the PIA plans to expand this service to other suggested international routes such as Toronto, New York, Birmingham, and Beijing.

At present, the Premier Service flights from Islamabad to London are operated on Monday, Wednesday, and Sunday, while flights from Lahore to London take place on Tuesday, Thursday, and Saturday. In terms of return flights, those departing from London for Islamabad operate on Tuesdays, Saturdays, and Sundays, whereas those from London to Lahore fly on Mondays, Wednesdays, and Thursdays.

The aircraft boasts 38 business class seats and 269 economy class seats, along with LCD screens, flight entertainment featuring 250 channels, and a flat-bed service for business passengers. Additionally, a complimentary limousine service is being offered to business class passengers at London's Heathrow Airport for destinations within a 25-kilometer radius.

Currently, the PIA fleet consists of 38 aircraft, including 11 Airbus A320s, five Airbus A310s, 11 Boeing 777s, six ATR 42s, and five ATR 72s. Efforts are being made to grow the fleet further, with hopes that its size will reach 42 by the end of the current financial year.",ai,ai_rewrite,news,news_527
14,"How have I not reviewed this place on Yelp? I reviewed them for Check Please, Arizona!, a PBS review show. http://www.azpbs.org/checkplease/. I could at least do a written review. I've eaten at FEZ so many times, I can't count anymore. I think their burgers are some of the best I've ever had in the valley. Always juicy, I think the square patties are adorable. The FEZ burger, with it's molasses bbq, cinnamon pears, feta, providing fireworks for the tounge. Their Douxelle burger, with sauteed mushrooms, provolone cheese & mustard, resulting in a subdued but delicious burger. Their fries, which include normal, sweet potato, harissa, & garlic are also great, but I love the salad that comes default, including their lemon dressing. If burgers & fries aren't your thing, they have Kisras( think like pizza, minus the cheese), and their daily specials are amazing. One time, I was lucky enough to score the mushroom risotto, and it was perfect. Sugar snap peas, Drinks are fantastic too. A margarita that doesn't taste like chemicals, perfect martini's, and a G-Spot(grapefruit, pom, and vodka), make FEZ a perfect place for lunch or dinner.",human,human,yelp.csv,yelp_4024
15,"more practically urgent was the desire to remake and redeem British identity in this time of decolonisation in terms of the communitarian values of the working class – rather than the long-vaunted paternalistic values of the (imperial) ruling class, as Orwell had done in the time of fascism. EP’s book was in this sense completely shaped by the context of decolonisation, however silently. From the Age of Revolution that was his subject, rebellion abroad had influenced British radicalism. Post-Second World War anticolonial rebellion likewise ruptured British thought and activism. EP wrote the book in the shadow of anticolonial disillusionment with the West. Shortly after he and the Jamaican-born cultural theorist Stuart Hall founded the New Left Review in 1960, he left in high dudgeon as devotees of theoretical history took over the editorial board. He particularly objected to the journal’s adoption of a ‘Third Worldism’ in which ‘the entire “West”… stands impeached by its complicity with colonialism,’ as he wrote in his (only recently published) resignation letter in 1963 – the year that The Making of the English Working Class was published. Affirming the identity of interests of peoples across the alleged West-Third World divide, EP addressed the judgments of Frantz Fanon’s The Wretched of the Earth (1961), which, like Tagore and Gandhi earlier, cautioned forcefully against ‘mimicry’ of a West whose culture and institutions were manifestly morally and practically bankrupt, with Europe headed ‘into the abyss’. Sympathetically conceding that the text’s context made it ‘not only comprehensible but inevitable’, EP nevertheless fervently contested the conclusion that the ‘West’ had ‘nothing to offer’. His effort in his work to recover alternative ‘English’ values – radical humanistic ones – was partly in a spirit of defiant redemption. ‘For us,’ he explained, ‘the “European game” can never be finished’: ‘If “our” tradition has failed … then it is for us to put it in repair’ rather than hastily conclude that ‘the humanist values discovered in the West are corrupted beyond recall’. He strove to discover a different possible England whose values didn’t lead ineluctably to empire. This radical English inheritance was also his answer to his rivals’ provoking caricature of an ‘English ideology’ – inveterate traditionalism, empiricism and provincialism that, they alleged, had kept England’s working class overly docile and subordinate and the intelligentsia hidebound and dilettantish, unlike in ‘Other Countries’. EP immersed himself in ‘The Peculiarities of the English’, as he titled his 1965 essay on this dispute, partly to defend their radical patrimony, the ‘revolutionary inheritance’ that was ‘the tradition of dissent’. We know that those values were shaped through engagement with other traditions, as EP’s own radical values had been. He knew this too, criticising his adversaries for assuming ‘hermetic divisions between national cultures which are quite unreal’. But since England’s redemption was at stake in this debate, it was his focus. The stakes for recovering the at once",human,human,essays_texts.csv,essays_560_chunk6
16,"MANCHESTER: Moeen Ali took two wickets as England moved closer to victory in the second Test against Pakistan at Old Trafford on Monday. However, the second session of the fourth day also saw England all run win in the series opener at Lords with a shoulder injury, struck twice on his Lancashire home ground to remove both Shan Masood (one) and Azhar Ali (eight).But with Pakistan on the ropes, England then saw Stokes injured himself while bowling. After delivering his second ball of the 22nd over, with Pakistan 68 for two, the Durham pace bowler pulled up with a right calf strain and left the field. Later, Ali dismissed both Hafeez (42) and Younis Khan (28) in a spell of two for 13 in 19 balls. Hafeez gave a simple bat/pad catch to Gary Ballance at short leg.<br/> Pakistans 83 for three became 102 for four when Younis, trying to loft Ali over the top, was caught at long captain Root, whose Test-best 254 was the cornerstone of that total, 23 not out. Between them, they plundered 75 runs in just nine overs on Monday before Cook called a halt.",human,human,articles.csv,articles_2310
17," MUMBAI: India's cotton exports in the 2016/17 season are projected to decline by approximately 28% compared to the previous year, reaching around 5 million bales. This significant drop is due to Pakistan, one of India's major buyers, potentially cutting its purchases in half as a result of escalating tensions and improvements in its own domestic production, according to industry and government officials.

Pakistan's reduced imports from the world's leading cotton producer are expected to benefit countries such as Brazil, the United States, and several African nations in increasing their own exports. Pakistan may import between 1 million and 1.5 million bales during the 2016/17 season, a substantial decrease from the 2.7 million bales purchased in the same period last year, as stated by India's Textile Commissioner Kavita Gupta during a press briefing on Monday.

Gupta attributed the reduction to an improvement in Pakistan's cotton production, but industry sources suggested that tensions between the two nations are also playing a role. ""Pakistan still requires imports, but Pakistani buyers are increasingly looking towards Brazil and the U.S.,"" said Pradeep Jain, a ginner based in Jalgaon, Maharashtra's western state.

Typically, the world's largest cotton consumer begins importing from September onwards. However, exporters have reported a significant drop in inquiries over the past few weeks. In 2015/16, Pakistan surpassed Bangladesh to become India's primary cotton buyer, accounting for around 40% of India's exports. As of now, India has contracted only 500,000 bales for export due to weak demand from international buyers, as per Dhiren Sheth, president of the Cotton Association of India. By this time last year, Indian traders had already agreed on contracts to export 1 million bales, according to dealers.

India's cotton output in the 2016/17 season is expected to increase by around 3.8% compared to the previous year, reaching approximately 35.1 million bales. This forecasted rise is primarily due to increased yields resulting from favorable monsoon rains and fewer pest issues, as Gupta explained during her press briefing: ""This year, despite lower acreage, we are anticipating higher per-hectare yields on account of good monsoon rains and reduced impact from pests.""

(1 Indian bale = 170 kg)",ai,ai_rewrite,news,news_104
18," I've been visiting this restaurant for years now, whether it's for a special occasion or just an indulgent dinner out. Let me tell you, their steaks are something else! The quality is simply unparalleled - you can choose any steak from the menu and be amazed by its flavor. It's so delicious that adding anything to it would only ruin the experience. Seriously, the meat is perfection on a plate, and there's no need for further explanation.

If you're dining with friends or your significant other, I highly recommend starting with their seafood tower. You can customize it to suit your appetite and preferences. When it arrives at your table, you'll be speechless at the quality of the seafood - trust me, it's brought in fresh daily. The sides are equally impressive; I personally love the Lobster mash or Maestros Mash potatoes. They're so delicious that you might find yourself wishing for more!

The wine selection is excellent, and the atmosphere is top-notch. But what really sets this place apart are their servers - some of the best in town. Whether it's a casual dinner or a formal occasion, you won't be disappointed. This restaurant is one of my favorites for entertaining guests. I wholeheartedly recommend giving it a try!",ai,ai_rewrite,review,review_428
19,"Singapore: Oil prices fell in Asia on Monday, extending their slide as a stronger dollar and news that world stockpiles have reached a record high put pressure on futures. Crude dived to two up in production are likely to keep prices in a range in the coming weeks,"" said Sanjeev Gupta, head of EYs oil and gas practice for Asia denominated commodities among holders of weaker currencies. Bernard Aw, market strategist at IG in Singapore, said oil prices are unlikely to stage a comeback any time soon. ""Crude oil appears to find some bottom at current levels, although it will find it difficult to break higher as bears are clearly waiting in the folds to knock it lower each time there is a rally,"" he said.",human,human,articles.csv,articles_360
20,"There's no business like show business. As any of my friends will tell you I am a theater junkie. I could sit in a theater all day, all week, all year long and do nothing but gaze at live performances of theatrical talent. lol! Well in actuality, hmmmmmmm I really could. I am not even joking on that. I probably would if someone brought me water every now and again. LOL! Ok, seriously now, Childsplay is my favorite organization in Az for a host of reasons. My dear friends of Childsplay know who they are. This is children's theater at it's best! The Q and A sessions after each show is a plus. The kids love it. I have to admit I do too since I get to go say hi to my friends after each stage-show. I also learn more techniques that I can steal when I teach drama to my inner city students. Teehee! ( Yes I am a teacher and yes I would die to have some of their costumes and sets) I have seen so many wonderful plays, literature remakes, and original scripts performed At TCPA and by Childsplay. Fernidad, BFG and New Kid were only some of the most amazing masterpieces I have had the distinct pleasure of viewing from these talented actors. Debbie, Scott, Katie, Jodi; well all of them! LOVE YOU! Childsplay also has an artist in Residence program for schools. We have had an artist at our school for several years. It is wonderful to note that the teaching techniques classroom teachers are learning are helping tomorrows future. Time after time I have seen struggling kids blossom under their tutelage. Of importance to note, TCPA is a beautiful facility. You can enjoy a nice venue along with the superstar talent. What more can you ask for? The only negative I can possibly imagine is that in today's hard times the cost may be inhibiting to some families. But if you like them on Facebook they sometimes have discounted tickets and contests to win free tickets. A great way to start viewing them and get involved. I do hope everyone continues to support the arts here in Az. As I have stated in my other ""ARTS"" reviews, I do worry about cultural program survival in Az with recent state budget cuts. Soooooooo, as a famous circus/rodeo person once said, ""Go, On With The Show"".",human,human,yelp.csv,yelp_2630
