id,text,label,generation_type,source,source_id
10,"strong>SYDNEY: The rain 0 series victory.</strongA draw was always the most likely result after all but 11 overs of day two and the entirety of days three and four were washed out, only the fifth time no play had been possible on two consecutive days of a test match in Australia. West Indies resumed their first innings on 248 for seven and were bowled out for 330 to bring up lunch. David Warner scored an 82 run victory in the second test in Melbourne.",human,human,articles.csv,articles_1048
11," Title: 5/5 - A Warm Haven on a Frosty Day at [Restaurant Name]! 

I've been trying to find a health-conscious spot to dine out during these cold winter days, and boy did I strike gold with [Restaurant Name]! It's not just the delicious, nutritious meals they offer that have me raving, but also the fantastic service and cozy atmosphere.

First things first - parking was a breeze! I rolled into the lot at exactly 12:05 PM (don't judge my punctuality, haha), and snagged a spot right up front. The staff even offered to help carry my reusable tote bag with all my eco-friendly gear.

As I stepped inside, I was greeted by the delightful aroma of grilled veggies and spices wafting through the air - yum! Despite it being a busy lunchtime on this chilly Saturday, the wait time for a table was only about 5 minutes. The hostess was cheerful and efficient, which helped to quickly put me at ease.

Once seated, I perused their extensive menu of salads, bowls, wraps, and more, all boasting fresh, wholesome ingredients. I finally settled on the Quinoa Power Bowl with a side of their famous Lemon Kale Salad. The wait for my meal was just under 15 minutes - not bad at all!

The presentation of my dish was beautiful, and I eagerly dug in. Each bite was bursting with flavor, yet nothing tasted overpowering or artificial. I could taste the freshness of each ingredient, and I felt great knowing that I was fueling my body with nutritious goodness. A big thumbs up from this health-conscious eater!

Now let's talk about service - absolutely top-notch! Our server checked in on us several times during our meal to ensure everything was to our liking, and she even offered some recommendations for future visits. The staff were friendly, attentive, and genuinely seemed to care about the dining experience of each guest.

As I wrapped up my meal, I couldn't help but notice the warm and inviting atmosphere that [Restaurant Name] provides. From the cozy lighting to the soothing background music, it was the perfect setting for a winter meal without feeling too stuffy or pretentious. Plus, the decor had a modern yet rustic feel that really spoke to me as a fellow health-conscious diner.

All in all, I can't recommend [Restaurant Name] enough! Whether you're a health-focused eater like myself or just looking for a tasty, satisfying meal on a chilly day, this place has got you covered. If you haven't already, give it a try and see for yourself why I'm raving about [Restaurant Name]! ",ai,zero_shot,ai_review,ai_review_18
12,ISLAMABAD: Broadband penetration in the country has reached 8.34 per cent as of March 2015 as compared to 1.95 per cent at end of corresponding period last year. This enormous jump in broadband penetration can be attributed to Next Generation Mobile Services (NGMS) spectrum auction as mobile broadband leads the way in total broadband subscriber base. As evident from the figure an immediate spike in broadband penetration can be observed in quarter after commercial launch of NGMS in the country. It is expected that mobile broadband will continue to form major chunk of broadband market and may also prove to be a catalyst for other broadband technologies to prosper in future. Official sources on Tuesday said Pakistan Telecommunication Authority (PTA) conducts nationwide broadband Quality of Service (QoS) survey in metropolitan cities and performance of different packages offered by operators was measured in different times. During the survey three months data of non technical parameters i.e. response time of assistance service billing and service provisioning complaint resolution time were also analysed. The survey results analysis revealed that by and large QoS performance of broadband service providers can be rated as good.,human,human,articles.csv,articles_181
13,"strong>LAHORE: Head Coach of the Pakistan cricket team, Mickey Arthur, has specifically told the green shirts to work hard on their fitness and fielding, if they are to give a tough time to the English side in July.</strong>Sources disclosed that the environment is quite friendly and cordial among the players and head coach at the Southampton cricket camp.Reportedly, Mickey Arthur has told his side that if they were to improve their fitness, the fielding would improve by itself. He also said that it was praiseworthy how the side was focused ahead of a tough series.Sources also revealed that Mickey Arthur was quite pleased with team Pakistan's implementation on the plan ahead of the series in England.Pakistan's tour of England commences from July 14, as they face the British side in a four 20 encounter.,This will be Pakistan's first tour of England after their 2010 tour in which the infamous spot fixing with fellow cricketers Mohommad Asif and Salman Butt.",human,human,articles.csv,articles_2069
14,"strong>Bridgetown:Darren Bravos third hundred and a big fifth nation series at Kensington Oval on Friday.</strongThe winners of this match will face Australia in the final on Sunday at the same venue. Rocked back at 21 for four after pacer Kagiso Rabada led the assault on the top out aggression in compiling 62 off 71 balls. Their stand of 156 was a new West Indian record for the wicket against South Africa and wrested the initiative from the visitors who did not help their cause with untidy cricket in the field. Getting his first bit of action in the tournament, fast edged an attempted hook only for Wayne Parnell to misjudge the catch at fine breaking figures of seven for 45, was kept wicketless through his ten overs for the first time in ODI cricket against these opponents. South Africas bowling star without doubt was Rabada, whose return of three for 31 were highlighted by a devastating opening burst after Parnell had removed Andre Fletcher in his opening over. Generating tremendous pace, Rabada induced an edge from the other opener, Johnson Charles, for Chris Morris to take a comfortable catch at second slip. He then uprooted Marlon Samuels off trick but subsequently succumbed to the lethal hostility of the 21 old fast bowler, first ducking into a short ball to take a blow on the back of the helmet before being comprehensively bowled off the next delivery. Bravo and Pollard then countered the rampant South Africans with determination and forceful strokeplay before the big rounder was caught at long-on off the suffering Morkel. Morris claimed three wickets at the end of the innings with West Indies captain Jason Holder (40) and Carlos Brathwaite (33 not out) pushing the home side to a challenging final total.",human,human,articles.csv,articles_2078
15," Title: A Warm, Welcoming Haven on a Rainy Day  at Olive Garden! 

Hey Yelp fam!  I had an absolutely phenomenal experience at the Olive Garden in Downtown City today. It was pouring rain outside (I mean, it's a monsoon out there), and I just needed some comfort food to lift my spirits. Little did I know, this Olive Garden would be a perfect oasis!

Walking through the doors, I was immediately greeted by the delightful aroma of garlic bread that filled the air. The bustling atmosphere was a welcome sight - it was clear that this place was popular for a reason!  The hostess, with her warm smile and friendly demeanor, quickly seated me at a cozy table near the window.

As I browsed the menu, my server, Angelina, approached and made some fantastic recommendations. We chatted about our shared love for all things pasta while she patiently explained each dish. In the end, I settled on their famous Fettuccine Alfredo and, of course, an endless supply of that heavenly garlic bread.  

While waiting for my meal, I couldn't help but notice the impeccable service being provided to every guest around me. The staff moved seamlessly between tables, checking on diners and filling up drinks with genuine smiles on their faces. It was truly impressive! 

When my dish arrived, it was nothing short of perfection. The fettuccine was cooked al dente, and the Alfredo sauce was rich and creamy - an absolute dream. I savored each bite, feeling my worries melt away with every twirl of pasta. 

As the rain began to slow outside, I knew it was time to wrap up my meal. Angelina returned to offer a dessert recommendation (their Tiramisu is out of this world!), but I decided to save room for another visit.  Leaving Olive Garden, I felt rejuvenated and filled with warmth - both from the delicious meal I enjoyed and the exceptional service I received.

In conclusion, if you're looking for a cozy, welcoming haven on a rainy day (or any day!), look no further than this fabulous Olive Garden! I can't wait to return and try more of their incredible dishes.   Five stars all the way!  #OliveGarden #RainyDayDining #ComfortFood",ai,zero_shot,ai_review,ai_review_15
16,"of Bertrand Russell, G E Moore and Samuel Alexander, this movement also defended the reality of time. As realism promulgated, philosophers attacked McTaggart’s argument against time. Its early critics included C D Broad, R B Braithewaite, Susan Stebbing, John Alexander Gunn, Hilda Oakeley, J N Findlay and Victoria, Lady Welby. As the 20th century wore on, these critiques continued. McTaggart’s paper numbered just 17 pages. Philosophers have since written tens of thousands of pages about it. Twenty-first century thinkers have cited it more than 1,600 times so far – an extraordinary achievement for a vintage journal article. You might think that these attacks would have eradicated McTaggart’s argument, but instead they invigorated it. As the saying goes: ‘All publicity is good publicity.’ The criticism kept the argument alive in the philosophical consciousness, ensuring its survival through the decades. If all the parts of time exist, then 1066 is just as real as 2055 And, in the course of bombarding McTaggart’s argument, philosophers adopted its framework. While defending the reality of time, they aligned their realism with McTaggart’s A-series or B-series. Gradually, this process spawned two families of time theories. B-theories argue that time just is the ordering of events by before or after. Past, present and future are not features of the world: they’re just aspects of our human point of view. To say that a moment is ‘now’ is akin to saying a place is ‘here’: ‘here’ and ‘now’ depend on where you’re standing. In contrast, A-theories argue that past, present and future are real features of the world. The moment I wrote these words is really past, and you are really reading them now. These labels acquired a life of their own, independent of McTaggart. In the 1950s, Donald Williams argued for B-theory, bellowing against the ‘repulsive’ moving present, a ‘primitive magma of confusion’. In the 1960s, Richard Gale offered an ‘impassioned defence’ of A-theory. I think the A- versus B-theory debate was at least partly fuelled by developments in physics. Following Hermann Minkowski and Albert Einstein, a view that Williams dubbed ‘manifold theory’ gained popularity: physicists unified time and space into a single manifold, spacetime. On manifold theory, all the parts of time are as a real as the parts of space. This lends itself to B-theory, the view that ‘now’ and ‘here’ depend on your point of view. Yet some philosophers disliked manifold theory for exactly that reason: if all the parts of time exist, then 1066 is just as real as 2055. Some felt that this picture of time is too static, failing to capture time’s flow, its ‘jerk and whoosh’, as Williams put it. Philosophers who accept A-theory often reject manifold theory, denying that all the parts of time are real. For example, in 1923 Broad argued that the past and present are real, yet the future is unreal. Today, the philosophy of time",human,human,essays_texts.csv,essays_737_chunk3
17,"what happened was awful. But I wavered over terms, and still do. Eventually, I came to alternate between the terms ‘sexual assault’ and ‘rape’ in order to convey what happened to others. Now, when I am watching sexual-assault trials unfold on the news, I find myself immobilised by a flood of troublesome memories. Each new case brings up debilitating recollections I’d rather forget. Yet the scrutiny these trials elicit also motivates me to remember more: in particular, to remember what I said, when and to whom, to check whether my story is consistent. Consistency is an everyday norm of judgment. It’s a common test of credibility in the courts, as well as a staple of epistemic practice – that is, a way of arriving at knowledge. An Australian study in 2004 found that consistency was the most frequently cited criterion by which juries assessed the credibility of a victim. They looked for consistency in the statements by the accuser, and also expected consistency in the victim’s post-assault behaviour. If that is the focus of juries, attorneys and prosecutors are bound to follow suit in an attempt to attain convictions. Judges sometimes give instructions to juries about ‘explainable’ discrepancies, but such directives are unlikely to pre-empt entrenched, pre-existing cultural narratives. In 2018, Christine Blasey Ford, a psychologist at Palo Alto University in California, accused the US Supreme Court nominee Brett Kavanaugh of sexual assault when they were teenagers. In the report issued by a Republican Party-appointed attorney, the first point claimed that: ‘Dr Ford has not offered a consistent account of when the alleged assault happened.’ Point three is that ‘Dr Ford has not offered a consistent account of the alleged assault.’ During cross-examination in the Senate, the attorney asked Blasey Ford about topics apparently peripheral to the event: the distance between her home and the house where the assault took place; the names and number of all of the people present; her reported fear of flying, her history of flights, and the reasons for and destinations of those flights. These questions were designed to test Blasey Ford’s consistency in reporting certain details, even when they were irrelevant to the accusation at hand. It was the answers that Blasey Ford gave to these questions that were used to discredit her reports of what Kavanaugh had done to her at that party. So what’s wrong with consistency? It might seem like a relatively objective measure, free of the implicit bias that affects other credibility judgments. Arguably, it’s a better indicator of truth than, for example, a confident demeanour, which might indicate entitlement, and can depend on how you are socialised by race, class and gender. Looking for inconsistency appears to replace fuzzy qualitative criteria with a hard-nosed quantitative one, and so to circumvent our susceptibility to prejudice. The criterion of consistency could serve as a modest baseline for establishing a credible accusation.",human,human,essays_texts.csv,essays_910_chunk1
18," Title: A Hair Haven on a Sunny Day (5 Stars )

Hey Yelpers,

I've always been a bit of a greaseball - I love my burgers, fries, and all things oily. So when I stepped into this salon on a sunny day, I was a tad skeptical. But boy, was I wrong!

Let me tell you about this magical place called ""Locks of Sunshine."" The moment I walked in, the warm, inviting ambiance put my doubts to rest. The staff was friendly and professional, yet made me feel like family. They even offered me a bottle of water, which I appreciated, considering how thirsty I get after a greasy meal!

Now, let's talk about the food - yes, they serve food here, and it's surprisingly good! I had their avocado toast, and it was heavenly. The avocados were creamy, the bread crisp, and the lemon zest added just the right tanginess. Plus, the temperature was spot on, neither too hot nor too cold - a detail that often gets overlooked but not here!

But let's get back to the hair services. I opted for a trim, and it was perfect! My stylist, Angel, listened to my preferences and gave me exactly what I wanted. She even suggested a new style that I'm now obsessed with.

All in all, Locks of Sunshine has made a grease-loving eater like me feel welcome. If you're looking for a hair salon that offers top-notch services, delicious food, and a warm atmosphere, this is the place to be. So, whether it's a sunny day or not, I highly recommend Locks of Sunshine!

Warning: Be prepared to leave with a new hairstyle you'll love and a craving for their avocado toast! ",ai,zero_shot,ai_review,ai_review_5
19," In the realm of dreams, where reality bends like a mirage under the sun's gaze, we find ourselves in an odd predicament: lucid dreaming - a state of consciousness within a dream, where one knows they are dreaming. A fascinating twist, isn't it? Yet, somehow, it feels like a paradox wrapped in enigma, served with a side of contradiction.

Lucid dreams have been romanticized as windows into our subconscious minds, offering glimpses into the depths we rarely visit when awake. Yet, are they truly reflections of our inner selves or merely distorted mirrors that warp reality beyond recognition?

Consider Schopenhauer's musings on the world as a mere 'appearance', an illusion created by the mind to make sense of chaos. If dreams, even lucid ones, are part of this grand illusion, what does it mean for their authenticity? Are they echoes of truth or merely figments of our imagination, born out of our deepest desires and darkest fears?

And then there's Descartes' famous query, 'Cogito, ergo sum', I think, therefore I am. In the lucid dream state, do we truly exist? Our mind convinces us that we are awake, but our bodies lie dormant. Is this not a testament to the power of suggestion and the fragile nature of reality?

These questions lead us down rabbit holes of philosophy and metaphysics, challenging our understanding of existence and reality. Lucid dreaming forces us to confront the boundary between dreams and waking life, blurring the lines that separate one from the other. It invites us to question our perception of reality, making us wonder if our waking lives are any less illusory than our dreams.

Yet, as intriguing as these questions are, they remain unanswered. Instead, they spark more questions, creating a ripple effect that echoes through the halls of thought. It seems that lucid dreaming, while offering tantalizing glimpses into the mysteries of consciousness, also serves to underscore our ignorance regarding the nature of reality and the self.

In conclusion... well, there isn't one. Instead, let us continue to ponder these questions, to explore the depths of lucid dreams and the philosophical implications they carry. Perhaps, in time, we might stumble upon answers that satisfy our curiosity or perhaps, more likely, we'll simply uncover more mysteries to ponder. After all, isn't that the joy of philosophy? The endless pursuit of knowledge, even when the questions outnumber the answers.",ai,zero_shot,ai_essay,ai_essay_2
